Pain & Gain,2013-04-26,https://en.wikipedia.org/wiki/Pain_%2526_Gain,Action,Michael Bay,NULL,Mark Wahlberg,Dwayne Johnson,Ed Harris,Ken Jeong,Anthony Mackie,26000000.00,86200000.00
Pan,2015-09-30,https://en.wikipedia.org/wiki/Pan_(2015_film),Fantasy,Joe Wright,NULL,Hugh Jackman,Garrett Hedlund,Rooney Mara,Amanda Seyfried,Levi Miller,150000000.00,128400000.00
Paper Towns,2015-07-24,https://en.wikipedia.org/wiki/Paper_Towns_(film),Romance,Jake Schreier,NULL,Nat Wolff,Cara Delevingne,NULL,NULL,NULL,12000000.00,85500000.00
Paranormal Activity 4,2012-10-19,https://en.wikipedia.org/wiki/Paranormal_Activity_4,Thriller,Ariel Schulman,Henry Joost,Kathryn Newton,Katie Featherston,NULL,NULL,NULL,5000000.00,142800000.00
Paranormal Activity: The Ghost Dimension,2015-10-23,https://en.wikipedia.org/wiki/Paranormal_Activity:_The_Ghost_Dimension,Horror,Gregory Plotkin,NULL,Katie Featherston,Tyler Craig,NULL,NULL,NULL,10000000.00,78100000.00
ParaNorman,2012-08-17,https://en.wikipedia.org/wiki/ParaNorman,Fantasy,Chris Butler,NULL,Kodi Smit-McPhee,Tucker Albrizzi,Anna Kendrick,Casey Affleck,Christopher Mintz-Plasse,60000000.00,107100000.00
Parental Guidance,2012-12-25,https://en.wikipedia.org/wiki/Parental_Guidance_(film),Comedy,Andy Fickman,NULL,Billy Crystal,Bette Midler,Marisa Tomei,Tom Everett Scott,Bailee Madison,25000000.00,119800000.00
Parker,2013-01-25,https://en.wikipedia.org/wiki/Parker_(2013_film),Crime,Taylor Hackford,NULL,Jason Statham,Jennifer Lopez,Bobby Cannavale,Clifton Collins,Jr.,35000000.00,48500000.00
Paul Blart: Mall Cop 2,2015-04-17,https://en.wikipedia.org/wiki/Paul_Blart:_Mall_Cop_2,Action,Andy Fickman,NULL,Kevin James,Raini Rodriguez,Neal McDonough,Molly Shannon,Daniella Alonso,40000000.00,107600000.00
Pawn Sacrifice,2015-09-11,https://en.wikipedia.org/wiki/Pawn_Sacrifice,Biography,Ed Zwick,NULL,Tobey Maguire,Liev Schreiber,Peter Sarsgaard,Michael Stuhlbarg,Lily Rabe,19000000.00,5400000.00
Penguins of Madagascar,2014-11-14,https://en.wikipedia.org/wiki/Penguins_of_Madagascar,Family,Simon J. Smith,NULL,Tom McGrath,Chris Miller,Conrad Vernon,Christopher Knights,Benedict Cumberbatch,132000000.00,373000000.00
People Like Us,2012-06-29,https://en.wikipedia.org/wiki/People_Like_Us_(film),Drama,Alex Kurtzman,NULL,Chris Pine,Elizabeth Banks,Michelle Pfeiffer,Olivia Wilde,Mark Duplass,16000000.00,12400000.00
Percy Jackson: Sea of Monsters,2013-08-07,https://en.wikipedia.org/wiki/Percy_Jackson:_Sea_of_Monsters,Adventure,Thor Freudenthal,NULL,Logan Lerman,Alexandra Daddario,Douglas Smith,Mary Birdsong,Yvette Nicole Brown,90000000.00,202200000.00
Pitch Perfect,2012-10-05,https://en.wikipedia.org/wiki/Pitch_Perfect,Comedy,Jason Moore,NULL,Anna Kendrick,Anna Camp,Rebel Wilson,Adam DeVine,Alexis Knapp,17000000.00,115400000.00
Pitch Perfect 2,2015-04-20,https://en.wikipedia.org/wiki/Pitch_Perfect_2,Comedy,Elizabeth Banks,NULL,Anna Kendrick,Rebel Wilson,Hailee Steinfeld,Brittany Snow,Skylar Astin,29000000.00,287100000.00
Pixels,2015-07-24,https://en.wikipedia.org/wiki/Pixels_(2015_film),Comedy,Chris Columbus,NULL,Adam Sandler,Kevin James,Josh Gad,Peter Dinklage,Michelle Monaghan,129000000.00,244900000.00
Point Break,2015-12-25,https://en.wikipedia.org/wiki/Point_Break_(2015_film),Action,Ericson Core,NULL,Edgar Ramirez,Luke Bracey,Ray Winstone,Teresa Palmer,NULL,105000000.00,133700000.00
Polis Evo,2015-09-17,https://en.wikipedia.org/wiki/Polis_Evo,Action,Ghaz Abu Bakar,NULL,Shaheizy Sam,Zizan Razak,Nora Danish,Mimie Ernida,Wan Hanafi Su,2400000.00,17300000.00
Poltergeist,2015-05-22,https://en.wikipedia.org/wiki/Poltergeist_(2015_film),Horror,Gil Kenan,NULL,Sam Rockwell,Jared Harris,Rosemarie DeWitt,Saxon Sharbino,Kyle Catlett,35000000.00,95400000.00
Pompeii,2014-02-18,https://en.wikipedia.org/wiki/Pompeii_(film),Action,Paul W. S. Anderson,NULL,Kit Harington,Emily Browning,Jared Harris,Kiefer Sutherland,Carrie-Anne Moss,80000000.00,117800000.00
Popstar: Never Stop Never Stopping,2016-06-03,https://en.wikipedia.org/wiki/Popstar:_Never_Stop_Never_Stopping,Comedy,Jorma Taccone,Akiva Schaffer,Jorma Taccone,Akiva Schaffer,Andy Samberg (screenplay),NULL,NULL,20000000.00,9500000.00
Premium Rush,2012-08-24,https://en.wikipedia.org/wiki/Premium_Rush,Action,David Koepp,NULL,Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez,Wole Parks,Jamie Chung,35000000.00,31100000.00
Pride and Prejudice and Zombies,2016-02-05,https://en.wikipedia.org/wiki/Pride_and_Prejudice_and_Zombies_(film),Comedy,Burr Steers,NULL,Lily James,Sam Riley,Matt Smith,Lena Headey,Charles Dance,28000000.00,16400000.00
Prisoners,2013-09-20,https://en.wikipedia.org/wiki/Prisoners_(2013_film),Crime,Denis Villeneuve,NULL,Jake Gyllenhaal,Hugh Jackman,Paul Dano,Melissa Leo,Viola Davis,46000000.00,122100000.00
Project Almanac,2015-01-30,https://en.wikipedia.org/wiki/Project_Almanac,Sci-Fi,Dean Israelite,NULL,Jonny Weston,Sofia Black-D'Elia,NULL,NULL,NULL,12000000.00,33200000.00
Project X,2012-03-02,https://en.wikipedia.org/wiki/Project_X_(2012_film),Comedy,Nima Nourizadeh,NULL,Miles Teller,Oliver Cooper,Jonathan Daniel Brown,Kirby Bliss Blanton,Thomas Mann,12000000.00,102700000.00
Prometheus,2012-06-08,https://en.wikipedia.org/wiki/Prometheus_(2012_film),Sci-Fi,Ridley Scott,NULL,Noomi Rapace,Michael Fassbender,Charlize Theron,Idris Elba,Guy Pearce,130000000.00,403400000.00
Promised Land,2012-12-28,https://en.wikipedia.org/wiki/Promised_Land_(2012_film),Drama,Gus Van Sant,NULL,Matt Damon,John Krasinski,Rosemarie DeWitt,Frances McDormand,NULL,15000000.00,8100000.00
R.I.P.D.,2013-07-19,https://en.wikipedia.org/wiki/R.I.P.D.,Action,Robert Schwentke,NULL,Ryan Reynolds,Jeff Bridges,Kevin Bacon,Stephanie Szostak,Mary-Louise Parker,130000000.00,78300000.00
Race,2016-02-19,https://en.wikipedia.org/wiki/Race_(2016_film),Drama,Stephen Hopkins,NULL,Stephan James,Jason Sudeikis,Jeremy Irons,William Hurt,Carice van Houten,5000000.00,23500000.00
Raiders of the Lost Ark: The IMAX Experience,2012-09-07,https://en.wikipedia.org/wiki/Raiders_of_the_Lost_Ark,Action,Steven Spielberg,NULL,Harrison Ford,John Rhys-Davies,Karen Allen,Paul Freeman,Alfred Molina,18000000.00,389900000.00
Rams,2015-05-15,https://en.wikipedia.org/wiki/Rams_(film),Drama,Grímur Hákonarson,NULL,Sigurður Sigurjónsson,NULL,NULL,NULL,NULL,1750000.00,1740000.00
Ratchet & Clank,2016-04-29,https://en.wikipedia.org/wiki/Ratchet_%2526_Clank_(film),Sci-Fi,Jerrica Cleland,Kevin Munroe,Paul Giamatti,John Goodman,Bella Thorne,Rosario Dawson,James Arnold Taylor,20000000.00,12800000.00
RED 2,2013-07-19,https://en.wikipedia.org/wiki/RED_2_(film),Action,Dean Parisot,NULL,Bruce Willis,John Malkovich,Helen Mirren,Mary-Louise Parker,Catherine Zeta-Jones,84000000.00,148100000.00
Red Dawn,2012-11-21,https://en.wikipedia.org/wiki/Red_Dawn_(2012_film),Action,Dan Bradley,NULL,Will Yun Lee,Chris Hemsworth,Josh Peck,Adrianne Palicki,Josh Hutcherson,65000000.00,48100000.00
Red Tails,2012-01-20,https://en.wikipedia.org/wiki/Red_Tails,Drama,Anthony Hemingway,NULL,Cuba Gooding Jr.,Nate Parker,David Oyelowo,Daniela Ruah,Terrence Howard,58000000.00,50400000.00
Resident Evil: Retribution,2012-09-14,https://en.wikipedia.org/wiki/Resident_Evil:_Retribution,Action,Paul W. S. Anderson,NULL,Milla Jovovich,Sienna Guillory,Colin Salmon,Boris Kodjoe,Michelle Rodriguez,65000000.00,240200000.00
Ricki and the Flash,2015-08-07,https://en.wikipedia.org/wiki/Ricki_and_the_Flash,Comedy,Jonathan Demme,NULL,Meryl Streep,Kevin Kline,Mamie Gummer,Audra McDonald,Sebastian Stan,18000000.00,41300000.00
Riddick,2013-09-06,https://en.wikipedia.org/wiki/Riddick_(film),Action,David Twohy,NULL,Vin Diesel,Karl Urban,Katee Sackhoff,Dave Bautista,Matthew Nable,40000000.00,100300000.00
Ride Along,2014-01-17,https://en.wikipedia.org/wiki/Ride_Along_(film),Action,Tim Story,NULL,Ice Cube,Kevin Hart,John Leguizamo,Bruce McGill,Tika Sumpter,25000000.00,154500000.00
Ride Along 2,2016-01-15,https://en.wikipedia.org/wiki/Ride_Along_2,Comedy,Tim Story,NULL,Ice Cube,Kevin Hart,Benjamin Bratt,Olivia Munn,Ken Jeong,40000000.00,124200000.00
Rio 2,2014-03-20,https://en.wikipedia.org/wiki/Rio_2,Family,Carlos Saldanha,NULL,Jesse Eisenberg,Anne Hathaway,Leslie Mann,Bruno Mars,Jemaine Clement,103000000.00,500100000.00
Rise of the Guardians,2012-11-21,https://en.wikipedia.org/wiki/Rise_of_the_Guardians,Adventure,Peter Ramsey,NULL,Chris Pine,Alec Baldwin,Hugh Jackman,Isla Fisher,Jude Law,145000000.00,306900000.00
Risen,2016-02-19,https://en.wikipedia.org/wiki/Risen_(2016_film),Drama,Kevin Reynolds,NULL,Joseph Fiennes,Tom Felton,Cliff Curtis,NULL,NULL,20000000.00,46100000.00
RoboCop,2014-01-30,https://en.wikipedia.org/wiki/RoboCop_(2014_film),Action,José Padilha,NULL,Joel Kinnaman,Gary Oldman,Michael Keaton,Samuel L. Jackson,Jackie Earle Haley,100000000.00,242700000.00
Robot & Frank,2012-08-17,https://en.wikipedia.org/wiki/Robot_%2526_Frank,Comedy,Jake Schreier,NULL,Frank Langella,Susan Sarandon,James Marsden,Liv Tyler,Peter Sarsgaard,2500000.00,4900000.00
Rock of Ages,2012-06-15,https://en.wikipedia.org/wiki/Rock_of_Ages_(2012_film),Musical,Adam Shankman,NULL,Julianne Hough,Diego Boneta,Tom Cruise,Alec Baldwin,Russell Brand,75000000.00,59400000.00
Rock the Kasbah,2015-10-22,https://en.wikipedia.org/wiki/Rock_the_Kasbah_(film),Comedy,Barry Levinson,NULL,Bill Murray,Bruce Willis,Kate Hudson,Scott Caan,Zooey Deschanel,15000000.00,3400000.00
Romeo and Juliet,2013-07-26,https://en.wikipedia.org/wiki/Romeo_and_Juliet_(2013_film),Drama,Carlo Carlei,NULL,Hailee Steinfeld,Douglas Booth,Damian Lewis,Natascha McElhone,Lesley Manville,15000000.00,3000000.00
Room,2015-09-04,https://en.wikipedia.org/wiki/Room_(2015_film),Drama,Lenny Abrahamson,NULL,Brie Larson,Joan Allen,William H. Macy,Sean Bridgers,Jacob Tremblay,13000000.00,36000000.00
Run All Night,2015-03-13,https://en.wikipedia.org/wiki/Run_All_Night_(film),Action,Jaume Collet-Serra,NULL,Liam Neeson,Joel Kinnaman,Ed Harris,NULL,NULL,61600000.00,71700000.00
"Runner, Runner",2013-09-27,"https://en.wikipedia.org/wiki/Runner,_Runner_(film)",Crime,Brad Furman,NULL,Ben Affleck,Justin Timberlake,Gemma Arterton,Anthony Mackie,NULL,30000000.00,30000000.00
Rush,2013-09-20,https://en.wikipedia.org/wiki/Rush_(2013_film),Action,Ron Howard,NULL,Chris Hemsworth,Daniel Bruhl,Olivia Wilde,Alexandra Maria Lara,NULL,38000000.00,90200000.00
Sabotage,2014-03-19,https://en.wikipedia.org/wiki/Sabotage_(2014_film),Action,David Ayer,NULL,Arnold Schwarzenegger,Mireille Enos,Sam Worthington,Joe Manganiello,Olivia Williams,35000000.00,17500000.00
Safe House,2012-02-10,https://en.wikipedia.org/wiki/Safe_House_(2012_film),Action,Daniel Espinosa,NULL,Denzel Washington,Ryan Reynolds,Sam Shepard,Robert Patrick,Liam Cunningham,85000000.00,208100000.00
Salmon Fishing in the Yemen,2012-03-09,https://en.wikipedia.org/wiki/Salmon_Fishing_in_the_Yemen,Drama,Lasse Hallström,NULL,Ewan McGregor,Emily Blunt,Kristin Scott Thomas,Amr Waked,NULL,14400000.00,34600000.00
Savages,2012-07-06,https://en.wikipedia.org/wiki/Savages_(2012_film),Crime,Oliver Stone,NULL,Taylor Kitsch,Blake Lively,Aaron Johnson,John Travolta,Benicio del Toro,45000000.00,83000000.00
Scary Movie 5,2013-04-12,https://en.wikipedia.org/wiki/Scary_Movie_5,Comedy,Malcolm D. Lee,NULL,Ashley Tisdale,Simon Rex,Lindsay Lohan,Charlie Sheen,Terry Crews,20000000.00,78400000.00
Secret in Their Eyes,2015-11-20,https://en.wikipedia.org/wiki/Secret_in_Their_Eyes,Crime,Billy Ray,NULL,Julia Roberts,Nicole Kidman,Chiwetel Ejiofor,Dean Norris,NULL,19500000.00,32200000.00
Self/less,2015-07-10,https://en.wikipedia.org/wiki/Self/less,Drama,Tarsem Singh,NULL,Ryan Reynolds,Ben Kingsley,Natalie Martinez,Victor Garber,Matthew Goode,26000000.00,30500000.00
Selma,2014-12-25,https://en.wikipedia.org/wiki/Selma_(film),Drama,Ava DuVernay,NULL,David Oyelowo,Tom Wilkinson,Common,Carmen Ejogo,NULL,20000000.00,66800000.00
Seventh Son,2014-12-17,https://en.wikipedia.org/wiki/Seventh_Son_(film),Fantasy,Sergei Bodrov,NULL,Sergei Bodrov (director) Ben Barnes,Jeff Bridges,Julianne Moore,Alicia Vikander,Kit Harington,95000000.00,114200000.00
Shaun the Sheep Movie,2015-01-24,https://en.wikipedia.org/wiki/Shaun_the_Sheep_Movie,Adventure,Mark Burton,NULL,Justin Fletcher,John Sparkes,NULL,NULL,NULL,25000000.00,106000000.00
Sicario,2015-05-19,https://en.wikipedia.org/wiki/Sicario_(2015_film),Crime,Denis Villeneuve,NULL,Emily Blunt,Benicio del Toro,Josh Brolin,Jon Bernthal,NULL,30000000.00,84900000.00
Side Effects,2013-02-08,https://en.wikipedia.org/wiki/Side_Effects_(2013_film),Crime,Steven Soderbergh,NULL,Rooney Mara,Jude Law,Channing Tatum,Catherine Zeta-Jones,Vinessa Shaw,30000000.00,66700000.00
Silent Hill: Revelation 3D,2012-10-26,https://en.wikipedia.org/wiki/Silent_Hill:_Revelation_3D,Horror,Michael J. Bassett,NULL,Adelaide Clemens,Sean Bean,Radha Mitchell,Kit Harington,Carrie-Anne Moss,20000000.00,52300000.00
Silver Linings Playbook,2012-11-16,https://en.wikipedia.org/wiki/Silver_Linings_Playbook,Drama,David O. Russell,NULL,Bradley Cooper,Jennifer Lawrence,Brea Bee,Robert De Niro,Jacki Weaver,21000000.00,236400000.00
Sin City: A Dame to Kill For,2014-08-19,https://en.wikipedia.org/wiki/Sin_City:_A_Dame_to_Kill_For,Crime,Frank Miller,Robert Rodriguez,Jessica Alba,Powers Boothe,Josh Brolin,Rosario Dawson,Joseph Gordon-Levitt,65000000.00,39400000.00
Sinister,2012-10-12,https://en.wikipedia.org/wiki/Sinister_(film),Horror,Scott Derrickson,NULL,Ethan Hawke,Juliet Rylance,Fred Thompson,Vincent D'Onofrio,NULL,3000000.00,77700000.00
Sinister 2,2015-08-21,https://en.wikipedia.org/wiki/Sinister_2,Horror,Ciaran Foy,NULL,James Ransone,Shannyn Sossamon,NULL,NULL,NULL,10000000.00,52900000.00
Sisters,2015-12-18,https://en.wikipedia.org/wiki/Sisters_(2015_film),Comedy,Jason Moore,NULL,Amy Poehler,Tina Fey,John Cena,Maya Rudolph,NULL,30000000.00,105000000.00
Snitch,2013-02-22,https://en.wikipedia.org/wiki/Snitch_(film),Action,Ric Roman Waugh,NULL,Dwayne Johnson,Susan Sarandon,Benjamin Bratt,Barry Pepper,NULL,15000000.00,57800000.00
Snow White and the Huntsman,2012-06-01,https://en.wikipedia.org/wiki/Snow_White_and_the_Huntsman,Action,Rupert Sanders,NULL,Charlize Theron,Kristen Stewart,Chris Hemsworth,Sam Spruell,Ian McShane,170000000.00,396600000.00
Son of God,2014-02-28,https://en.wikipedia.org/wiki/Son_of_God_(film),Drama,Christopher Spencer,NULL,Diogo Morgado,Roma Downey,Darwin Shaw,NULL,NULL,22000000.00,67800000.00
Son of Saul,2015-05-15,https://en.wikipedia.org/wiki/Son_of_Saul,Drama,László Nemes,NULL,Géza Röhrig,NULL,NULL,NULL,NULL,1500000.00,6200000.00
Southpaw,2015-06-15,https://en.wikipedia.org/wiki/Southpaw_(film),Drama,Antoine Fuqua,NULL,Jake Gyllenhaal,Rachel McAdams,Naomie Harris,Forest Whitaker,Victor Ortiz,30000000.00,92000000.00
Spotlight,2015-09-03,https://en.wikipedia.org/wiki/Spotlight_(film),Drama,Tom McCarthy,NULL,Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,John Slattery,20000000.00,88300000.00
Spy,2015-05-15,https://en.wikipedia.org/wiki/Spy_(2015_film),Action,Paul Feig,NULL,Melissa McCarthy,Jason Statham,Rose Byrne,Miranda Hart,Bobby Cannavale,65000000.00,235700000.00
St. Vincent,2014-09-05,https://en.wikipedia.org/wiki/St._Vincent_(film),Comedy,Theodore Melfi,NULL,Bill Murray,Melissa McCarthy,Naomi Watts,Chris O'Dowd,Kimberly Quinn,13000000.00,54800000.00
Stand by Me Doraemon,2014-08-08,https://en.wikipedia.org/wiki/Stand_by_Me_Doraemon,Animation,Takashi Yamazaki,Ryuichi Yagi,Wasabi Mizuta,Megumi Ohara,Yumi Kakazu,Tomokazu Seki,Subaru Kimura,35000000.00,196400000.00
Star Trek Beyond,2016-07-22,https://en.wikipedia.org/wiki/Star_Trek_Beyond,Action,Justin Lin,NULL,Chris Pine,Zachary Quinto,Zoe Saldana,Karl Urban,John Cho,185000000.00,243000000.00
Step Up: All In,2014-08-08,https://en.wikipedia.org/wiki/Step_Up:_All_In,Drama,Trish Sie,NULL,Ryan Guzman,Briana Evigan,Alyson Stoner,Adam Sevani,Mari Koda,45000000.00,86200000.00
Steve Jobs,2015-09-05,https://en.wikipedia.org/wiki/Steve_Jobs_(2015_film),Biography,Danny Boyle,NULL,Michael Fassbender,Seth Rogen,Kate Winslet,Jeff Daniels,Katherine Waterston,30000000.00,34400000.00
Straight Outta Compton,2015-08-11,https://en.wikipedia.org/wiki/Straight_Outta_Compton_(2015_film),Biography,F. Gary Gray,NULL,O'Shea Jackson,Jr.,Corey Hawkins,Jason Mitchell,Aldis Hodge,50000000.00,201600000.00
Suffragette,2015-09-04,https://en.wikipedia.org/wiki/Suffragette_(film),Drama,Sarah Gavron,NULL,Carey Mulligan,Helena Bonham Carter,Meryl Streep,Ben Whishaw,Brendan Gleeson,14000000.00,32000000.00
Suicide Squad,2016-08-05,https://en.wikipedia.org/wiki/Suicide_Squad_(film),Action,David Ayer,NULL,Will Smith,Jared Leto,Margot Robbie,Joel Kinnaman,Viola Davis,175000000.00,636700000.00
Taken 2,2012-10-05,https://en.wikipedia.org/wiki/Taken_2,Action,Olivier Megaton,NULL,Liam Neeson,Famke Janssen,Maggie Grace,Rade Sherbedgia,Luke Grimes,43000000.00,376100000.00
Tammy,2014-07-02,https://en.wikipedia.org/wiki/Tammy_(film),Comedy,Ben Falcone,NULL,Melissa McCarthy,Susan Sarandon,Allison Janney,Toni Collette,Sandra Oh,20000000.00,100500000.00
Ted,2012-06-29,https://en.wikipedia.org/wiki/Ted_(film),Comedy,Seth MacFarlane,NULL,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Giovanni Ribisi,Joel McHale,51000000.00,549400000.00
Ted 2,2015-06-24,https://en.wikipedia.org/wiki/Ted_2,Comedy,Seth MacFarlane,NULL,Alec Sulkin,Wellesley Wild(screenplay) Mark Wahlberg,Seth MacFarlane,Amanda Seyfried,Giovanni Ribisi,68000000.00,216700000.00
Teenage Mutant Ninja Turtles,2014-07-29,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(2014_film),Action,Jonathan Liebesman,NULL,Megan Fox,Johnny Knoxville,Alan Ritchson,Noel Fisher,Jeremy Howard,125000000.00,493300000.00
Teenage Mutant Ninja Turtles: Out of the Shadows,2016-05-22,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows,Action,Dave Green,NULL,Megan Fox,Stephen Amell,Will Arnett,Laura Linney,Brian Tee,135000000.00,242500000.00
Terminator Genisys,2015-06-22,https://en.wikipedia.org/wiki/Terminator_Genisys,Sci-Fi,Alan Taylor,NULL,Arnold Schwarzenegger,J. K. Simmons,Emilia Clarke,Jason Clarke,Jai Courtney,155000000.00,440600000.00
Texas Chainsaw 3D,2013-01-04,https://en.wikipedia.org/wiki/Texas_Chainsaw_3D,Horror,John Luessenhop,NULL,Alexandra Daddario,Dan Yeager,Trey Songz,Scott Eastwood,Tania Raymonde,20000000.00,47200000.00
That Awkward Moment,2014-01-27,https://en.wikipedia.org/wiki/That_Awkward_Moment,Comedy,Tom Gormican,NULL,Zac Efron,Michael B. Jordan,Miles Teller,Imogen Poots,Jessica Lucas,8000000.00,40500000.00
The 33,2015-08-06,https://en.wikipedia.org/wiki/The_33_(film),Drama,Patricia Riggen,NULL,Antonio Banderas,Rodrigo Santoro,Juliette Binoche,James Brolin,Lou Diamond Phillips,26000000.00,24900000.00
The 5th Wave,2016-01-22,https://en.wikipedia.org/wiki/The_5th_Wave_(film),Sci-Fi,J Blakeson,NULL,Chloë Grace Moretz,Nick Robinson,Alex Roe,Liev Schreiber,Maika Monroe,35000000.00,110700000.00
The Age of Adaline,2015-04-24,https://en.wikipedia.org/wiki/The_Age_of_Adaline,Romance,Lee Toland Krieger,NULL,Blake Lively,Michiel Huisman,Harrison Ford,Ellen Burstyn,Amanda Crew,25000000.00,65700000.00
The Amazing Spider-Man,2012-07-03,https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_(2012_film),Action,Marc Webb,NULL,Andrew Garfield,Emma Stone,Max Charles,Martin Sheen,Sally Field,230000000.00,757900000.00
The Angry Birds Movie,2016-05-05,https://en.wikipedia.org/wiki/The_Angry_Birds_Movie,Comedy,Clay Kaytis,Fergal Reilly,Jason Sudeikis,Josh Gad,Danny McBride,Bill Hader,Maya Rudolph,73000000.00,346900000.00
The Best Exotic Marigold Hotel ₪,2012-05-04,https://en.wikipedia.org/wiki/The_Best_Exotic_Marigold_Hotel,Comedy,John Madden,NULL,Judi Dench,Bill Nighy,Dev Patel,Tom Wilkinson,Maggie Smith,10000000.00,136800000.00
The Big Short,2015-12-11,https://en.wikipedia.org/wiki/The_Big_Short_(film),Biography,Adam McKay,NULL,Religious Bale,Steve Carell,Ryan Gosling,Brad Pitt,Melissa Leo,28000000.00,133300000.00
The Bling Ring,2013-06-14,https://en.wikipedia.org/wiki/The_Bling_Ring,Comedy,Sofia Coppola,NULL,Emma Watson,Israel Broussard,Katie Chang,Claire Julien,Taissa Farmiga,8000000.00,19100000.00
The Book of Life,2014-10-12,https://en.wikipedia.org/wiki/The_Book_of_Life_(2014_film),Family,Jorge R. Gutierrez,NULL,Christina Applegate,Diego Luna,Zoe Saldana,Channing Tatum,NULL,50000000.00,99800000.00
The Boss,2016-04-08,https://en.wikipedia.org/wiki/The_Boss_(2016_film),Comedy,Ben Falcone,NULL,Melissa McCarthy,Kristen Bell,Peter Dinklage,Tyler Labine,Kristen Schaal,29000000.00,78600000.00
The Bourne Legacy,2012-08-10,https://en.wikipedia.org/wiki/The_Bourne_Legacy_(film),Action,Tony Gilroy,NULL,Jeremy Renner,Rachel Weisz,Edward Norton,Oscar Isaac,Joan Allen,125000000.00,276100000.00
The Boxtrolls,2014-08-31,https://en.wikipedia.org/wiki/The_Boxtrolls,Family,Anthony Stacchi,Graham Annable,Ben Kingsley,Toni Collette,Elle Fanning,Isaac Hempstead-Wright,Jared Harris,60000000.00,109300000.00
The Boy,2016-01-22,https://en.wikipedia.org/wiki/The_Boy_(2016_film),Horror,William Brent Bell,NULL,Lauren Cohan,Rupert Evans,Jim Norton,Diana Hardcastle,NULL,10000000.00,64200000.00
The Butler,2013-08-16,https://en.wikipedia.org/wiki/The_Butler,Drama,Lee Daniels,NULL,Forest Whitaker,Oprah Winfrey,David Oyelowo,Liam Neeson,John Cusack,30000000.00,176600000.00
The Cabin in the Woods,2012-04-13,https://en.wikipedia.org/wiki/The_Cabin_in_the_Woods,Horror,Drew Goddard,NULL,Richard Jenkins,Bradley Whitford,Jesse Williams,Chris Hemsworth,Kristen Connolly,30000000.00,66500000.00
The Call,2013-03-15,https://en.wikipedia.org/wiki/The_Call_(2013_film),Mystery,Brad Anderson,NULL,Abigail Breslin,Halle Berry,Morris Chestnut,Michael Eklund,Michael Imperioli,13000000.00,68600000.00
The Campaign,2012-08-10,https://en.wikipedia.org/wiki/The_Campaign_(film),Comedy,Jay Roach,NULL,Will Ferrell,Zach Galifianakis,Jason Sudeikis,Katherine LaNasa,Dylan McDermott,95000000.00,104900000.00
The Cold Light of Day,2012-09-07,https://en.wikipedia.org/wiki/The_Cold_Light_of_Day_(film),Action,Mabrouk El Mechri,NULL,Henry Cavill,Bruce Willis,Sigourney Weaver,Veronica Echegui,Roschoy Zem,20000000.00,16900000.00
The Collection,2012-11-30,https://en.wikipedia.org/wiki/The_Collection_(film),Horror,Marcus Dunstan,NULL,Josh Stewart,Emma Fitzpatrick,NULL,NULL,NULL,10000000.00,8900000.00
The Conjuring,2013-07-19,https://en.wikipedia.org/wiki/The_Conjuring_(film),Thriller,James Wan,NULL,Patrick Wilson,Vera Farmiga,Ron Livingston,Lili Taylor,Shannon Kook,20000000.00,318000000.00
The Conjuring 2,2016-06-07,https://en.wikipedia.org/wiki/The_Conjuring_2,Horror,James Wan,NULL,Patrick Wilson,Vera Farmiga,NULL,NULL,NULL,40000000.00,319500000.00
The Croods,2013-03-22,https://en.wikipedia.org/wiki/The_Croods,Adventure,Chris Sanders,Kirk DeMicco,Nicolas Cage,Ryan Reynolds,Emma Stone,Catherine Keener,Clark Duke,135000000.00,587200000.00
The Danish Girl,2015-09-05,https://en.wikipedia.org/wiki/The_Danish_Girl_(film),Drama,Tom Hooper,NULL,Eddie Redmayne,Alicia Vikander,Matthias Schoenaerts,Ben Whishaw,NULL,15000000.00,64200000.00
The Darkness,2016-05-13,https://en.wikipedia.org/wiki/The_Darkness_(film),Horror,Greg McLean,NULL,Kevin Bacon,Radha Mitchell,David Mazouz,Lucy Fry,Matt Walsh,4000000.00,10900000.00
The Devil Inside,2012-01-06,https://en.wikipedia.org/wiki/The_Devil_Inside_(film),Horror,William Brent Bell,NULL,Suzan Crowley,Fernanda Andrade,Simon Quarterman,Evan Helmuth,NULL,1000000.00,101800000.00
The Dictator,2012-05-16,https://en.wikipedia.org/wiki/The_Dictator_(2012_film),Comedy,Larry Charles,NULL,Sacha Baron Cohen,Ben Kingsley,Anna Faris,Megan Fox,John C. Reilly,65000000.00,179400000.00
The Divergent Series: Allegiant,2016-03-18,https://en.wikipedia.org/wiki/The_Divergent_Series:_Allegiant,Adventure,Robert Schwentke,NULL,Shailene Woodley,Theo James,Naomi Watts,Jeff Daniels,Ansel Elgort,110000000.00,179200000.00
